club,review_id,rating,text,review_url,club_rating,club_reviews_total,date,text_length,pred_вход_фейсконтроль_охрана,pred_музыка_звук,pred_персонал_сервис,pred_бар_еда,pred_помещение_комфорт,pred_цены_финвопросы,pred_платный_вход,pred_безопасность_кражи,pred_контингент,pred_прочее
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2pGVFF6QTNlV1pPWlhKS1l6WjZWRm81WkVZNVNrRRAB,5,"Отличное место с атмосферой, в которую хочется возвращаться. Приятный персонал, вкусная кухня, стильный интерьер и всегда качественные вечеринки) Определённо рекомендую!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGVFF6QTNlV1pPWlhKS1l6WjZWRm81WkVZNVNrRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOjFTQzA3eWZOZXJKYzZ6VFo5ZEY5SkE%7C%7C?hl=ru,4.6,45,2025-11-28 09:32:28+00:00,169,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT25ZM1VHeExSWEJtUlVKUU9HUnpUVFpFUVZaWE9GRRAB,5,"Rodina Moscow— одно из тех мест, где хочется возвращаться снова и снова. Не просто клуб, а настоящая атмосфера: стильный интерьер, классный персонал, офигенное шоу от музыки до актеров.
Барная карта продумана до мелочей: от классических коктейлей с изысканными акцентами до авторских напитков, созданных специально для Rodina. Ингредиенты — свежие, часто редкие, иногда даже неожиданные (например, домашние настойки, травяные сиропы, барные уксусы).Все приветливые, внимательные, готовы посоветовать, учесть твои предпочтения и даже немного пошутить. Особенно запомнился бармен Адик— настоящий волшебник с шейкером, создал коктейль «на слух», просто узнав, что мне нравится: дымный, с кислинкой и без сахара. Получилось идеально!

Сервис — на высоте, музыка — грамотно подобрана (никакого «стампа»), а после полуночи начинается особая магия: пространство оживает, танцпол наполняется энергией, но при этом не теряется уют.

Если вы цените качественные напитки, атмосферу и живое общение — обязательно загляните в Rodina Moscow. Это не просто тусовка, это опыт.
Буду рекомендовать друзьям и возвращаться",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25ZM1VHeExSWEJtUlVKUU9HUnpUVFpFUVZaWE9GRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOnY3UGxLRXBmRUJQOGRzTTZEQVZXOFE%7C%7C?hl=ru,4.6,45,2025-11-27 12:41:20+00:00,1102,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2pZeVMyaFZiM2Q2Y0RWbVJXdHNNMDloUjNscVgyYxAB,5,"Хочется сказать огромное человеческое спасибо этому волшебному месту! Это именно то, чего так не хватает в большом городе — уголок, где можно быть собой в любое время суток.

Пришли с друзьями после тяжелой недели, с мыслями «просидим час и домой». В итоге продержались до утра! Какая же это была катарсис-терапия! От души наорались в микрофоны под старый рок, поплакали над лиричными балладами и похохотали до слёз над зажигательными поп-хитами.

Здесь царит какая-то особая, очень тёплая и поддерживающая атмосфера. Никто никого не судит, все друг за друга болеют. Персонал — отдельный респект, ребята, вы супермены ночи! Всегда улыбчивы, внимательны и создают это неповторимое чувство уюта.

Это не просто клуб, это портал в состояние детской радости и свободы. Однозначно наше новое любимое место для спасения от хандры!❤️❤️❤️",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pZeVMyaFZiM2Q2Y0RWbVJXdHNNMDloUjNscVgyYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOjYyS2hVb3d6cDVmRWtsM09hR3lqX2c%7C%7C?hl=ru,4.6,45,2025-11-27 12:23:56+00:00,830,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT21KeGVtTjZXVm8wYkdnekxVeHJWa2hIVW1sZlIzYxAB,5,"Топовое место в Москве, роскошный максимум)",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KeGVtTjZXVm8wYkdnekxVeHJWa2hIVW1sZlIzYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOmJxemN6WVo0bGgzLUxrVkhHUmlfR3c%7C%7C?hl=ru,4.6,45,2025-11-27 01:07:28+00:00,43,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2pGdGFTMTVOMGRoVlRGMVJFZGhSbWRDTlhSNVpYYxAB,5,"Фантастика, просто фантастика",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGdGFTMTVOMGRoVlRGMVJFZGhSbWRDTlhSNVpYYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOjFtaS15N0dhVTF1REdhRmdCNXR5ZXc%7C%7C?hl=ru,4.6,45,2025-11-26 21:56:48+00:00,29,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2twbVJVSTJVVGhoTkc5eGNUVk5iRnBqY1d0elMwRRAB,5,Оч крутой клуб,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twbVJVSTJVVGhoTkc5eGNUVk5iRnBqY1d0elMwRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOkpmRUI2UThhNG9xcTVNbFpjcWtzS0E%7C%7C?hl=ru,4.6,45,2025-11-26 20:54:13+00:00,14,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT21oeVpqQklaM1E1VmxsR1puTmlRbVJOWDB3NGJuYxAB,5,"С кайфом провели время, персонал огнище!!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21oeVpqQklaM1E1VmxsR1puTmlRbVJOWDB3NGJuYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOmhyZjBIZ3Q5VllGZnNiQmRNX0w4bnc%7C%7C?hl=ru,4.6,45,2025-11-26 20:11:25+00:00,41,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2pKTE1VaHZibk5zZW5GVGRYWTNNakJtTUROcmFWRRAB,5,"В ""Родине Москва"" ночь расцветает,
Где роскошь и веселье обитают.
Хостес в шубах - зимние царицы,
Встречают с грацией, словно девицы.
Адик в баре - алхимик страсти,
Коктейли - чудо, ярче нет напасти.
Валерий - мастер обходительный,
Обслуживание четкое, стремительное.
Паровые коктейли - дымка наслажденья,
В ""Родине"" Москва - сплошное искушенье!
Забудь про будни, дай волю чувствам,
Здесь ночи яркие, полны искусства!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pKTE1VaHZibk5zZW5GVGRYWTNNakJtTUROcmFWRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOjJLMUhvbnNsenFTdXY3MjBmMDNraVE%7C%7C?hl=ru,4.6,45,2025-11-26 19:45:45+00:00,417,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2t4WVMySlZORkZaYVVoVFVWTnplbWRoVEdWTWJIYxAB,5,"Отличный клуб, крутое шоу с проекцией на стены, классный звук! Все на высшем уровне, очень хороший сервис, вкусные коктейли, кухня и кальяны.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t4WVMySlZORkZaYVVoVFVWTnplbWRoVEdWTWJIYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOkxYS2JVNFFZaUhTUVNzemdhTGVMbHc%7C%7C?hl=ru,4.6,45,2025-11-26 19:13:14+00:00,141,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT21ZM1EwSTVTMDl6UWpkNmRtTTVlWFUyYVZCVVUxRRAB,5,Плюс вайб гарантирован!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21ZM1EwSTVTMDl6UWpkNmRtTTVlWFUyYVZCVVUxRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOmY3Q0I5S09zQjd6dmM5eXU2aVBUU1E%7C%7C?hl=ru,4.6,45,2025-11-26 18:47:58+00:00,23,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT25GRWVWTmFRblJoYjA5Q1VVRTVVek5QTVROVVJHYxAB,5,"Были с друзьями, отмечали день рождение)) Классный «свойский» подход персонала к гостю, еда была вкусная, хочу отметить стейк. Постоянный уход, музыка-окунулся в детство ))",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25GRWVWTmFRblJoYjA5Q1VVRTVVek5QTVROVVJHYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOnFEeVNaQnRhb09CUUE5UzNPMTNURGc%7C%7C?hl=ru,4.6,45,2025-11-26 18:46:51+00:00,172,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2prNVRVNUpWa3huUnpOWldVdE5SM2cxUVZaVFdFRRAB,5,"Лучшее заведение в городе!
Для тех кто хочет хорошо отдохнуть в отличной атмосфере с хорошей музыкой и сервисом  ,однозначно рекомендую",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2prNVRVNUpWa3huUnpOWldVdE5SM2cxUVZaVFdFRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOjk5TU5JVkxnRzNZWUtNR3g1QVZTWEE%7C%7C?hl=ru,4.6,45,2025-11-26 18:34:31+00:00,135,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT25SMFdWSkxWRTV3ZDJGeFRrTjVaMHR6VDJwTWNYYxAB,5,"Бывали во многих клубах столицы,нигде не получали такого впечатления от посещения данного клуба!
Сервис будто за тобой ухаживают,все красивые,улыбчивые и это очень приятно,приходите не пожалеете!!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SMFdWSkxWRTV3ZDJGeFRrTjVaMHR6VDJwTWNYYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOnR0WVJLVE5wd2FxTkN5Z0tzT2pMcXc%7C%7C?hl=ru,4.6,45,2025-11-26 18:11:26+00:00,196,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2pJelVGSmxVMlpzVG10amNYcG1ZVFJQY0hSdU5VRRAB,5,"Очень классное место 🔥Мы с подругами ,повеселились от души .
Хороший сервис ,вкусные коктейли , классная  музыка . Однозначно лучшее место Москвы !",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pJelVGSmxVMlpzVG10amNYcG1ZVFJQY0hSdU5VRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOjIzUFJlU2ZsTmtjcXpmYTRPcHRuNUE%7C%7C?hl=ru,4.6,45,2025-11-26 18:05:20+00:00,147,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT25SQlRsbHVhMDUwZURKV1NFRkxSSFZVYzFCcVdGRRAB,5,"Хороший контингент, качественная и разнообразная музыка, вкусная кухня",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SQlRsbHVhMDUwZURKV1NFRkxSSFZVYzFCcVdGRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOnRBTllua050eDJWSEFLRHVUc1BqWFE%7C%7C?hl=ru,4.6,45,2025-11-26 18:05:50+00:00,70,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2pFd1lYUnJlVXhUWjJoc1UyMXFPWFl0WjBWV1VsRRAB,5,Обожаю Родину. В караоке отличный звук!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pFd1lYUnJlVXhUWjJoc1UyMXFPWFl0WjBWV1VsRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOjEwYXRreUxTZ2hsU21qOXYtZ0VWUlE%7C%7C?hl=ru,4.6,45,2025-11-26 18:04:14+00:00,39,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2tWYVkybFVYMkphYWxOME0wUnBNMG8zZUU5RlpGRRAB,5,"идеальное место для высококачественного досуга, отдельно хочу отметить прекрасный персонал",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWYVkybFVYMkphYWxOME0wUnBNMG8zZUU5RlpGRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOkVaY2lUX2JaalN0M0RpM0o3eE9FZFE%7C%7C?hl=ru,4.6,45,2025-11-26 18:01:33+00:00,90,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2tOTmNFUnJZMFI0WVZOMU1IUXlTRkI0U214Uk5YYxAB,5,"Клуб работает 3 года, а я был в нем впервые!!!!!
Все на высоком уровне! Кажет что можно придумать в таком формате? В Родине все очень самобытно от меню для сервиса, от звука до материала который там играет.
🤩",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tOTmNFUnJZMFI0WVZOMU1IUXlTRkI0U214Uk5YYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOkNNcERrY0R4YVN1MHQySFB4SmxRNXc%7C%7C?hl=ru,4.6,45,2025-11-26 18:01:00+00:00,208,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT25FdFNpMVVkVE5FV2tKUWJWcFNkRmxvWkZvelgzYxAB,5,Лучшее место,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25FdFNpMVVkVE5FV2tKUWJWcFNkRmxvWkZvelgzYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOnEtSi1UdTNEWkJQbVpSdFloZFozX3c%7C%7C?hl=ru,4.6,45,2025-11-26 18:00:22+00:00,12,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2tzeVRuUjZWMUozTjBsMWNHd3pUVFY1WTFOc00yYxAB,5,"Отмечала свой день рождения с подругами , очень понравилось , все было на высоте , сервис , атмосфера , музыка , отзывчивый персонал , вкусная кухня . После этого приехала спонтанно в среду в караоке с девочками , было очень  весело и душевно , не смотря на то , что это был будний день , свободных было только пару столов, пели песни , танцевали , еще не раз приду и всем рекомендую посетить это заведение .",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tzeVRuUjZWMUozTjBsMWNHd3pUVFY1WTFOc00yYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOksyTnR6V1J3N0l1cGwzTTV5Y1NsM2c%7C%7C?hl=ru,4.6,45,2025-11-26 17:59:51+00:00,408,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,Ci9DQUlRQUNvZENodHljRjlvT2twSVUzUXljemRtZFdNd1VYQlNOVVZ5U0RCd1JHYxAB,1,"Не понравилась музыка, атмосфера",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twSVUzUXljemRtZFdNd1VYQlNOVVZ5U0RCd1JHYxAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CAIQACodChtycF9oOkpIU3QyczdmdWMwUXBSNUVySDBwRGc%7C%7C?hl=ru,4.6,45,2025-07-19 19:42:35+00:00,32,0,1,0,0,0,0,0,0,0,0
Rodina Moskva,ChdDSUhNMG9nS0VJQ0FnSURub2FHdzdRRRAB,5,Отличное место !,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURub2FHdzdRRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CIHM0ogKEICAgIDnoaGw7QE%7C%7C?hl=ru,4.6,45,2024-10-06 17:14:57+00:00,16,0,0,0,0,0,0,0,0,0,0
Rodina Moskva,ChdDSUhNMG9nS0VJQ0FnSURiOHB2YzhnRRAB,1,Disgusting place,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURiOHB2YzhnRRAB!2m1!1s0x0:0xebba9a3a484d72bf!3m1!1s2@1:CIHM0ogKEICAgIDb8pvc8gE%7C%7C?hl=ru,4.6,45,2024-08-03 23:52:09+00:00,16,0,0,0,0,0,0,0,0,0,0
Simach в Недальнем,Ci9DQUlRQUNvZENodHljRjlvT2xkMFZETTBhMVpXUWpOWVFtVjZTSFpJY2pWMVVFRRAB,5,"Simach has such a cool and vibrant atmosphere. From the moment we arrived, the team at the door was very welcoming and friendly, which made the whole experience start perfectly. The vibe, music, and overall energy were really enjoyable. Definitely a great place to visit in Moscow.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkMFZETTBhMVpXUWpOWVFtVjZTSFpJY2pWMVVFRRAB!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CAIQACodChtycF9oOld0VDM0a1ZWQjNYQmV6SHZIcjV1UEE%7C%7C?hl=ru,4.3,345,2026-07-05 16:09:29+00:00,281,0,0,0,0,0,0,0,0,0,0
Simach в Недальнем,Ci9DQUlRQUNvZENodHljRjlvT2kxaGFHZzROMWRVTFhVME5VRmFZblUxU25SeldtYxAB,5,Cool and lovely place. Many good cocktails and friendly people.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxaGFHZzROMWRVTFhVME5VRmFZblUxU25SeldtYxAB!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CAIQACodChtycF9oOi1haGg4N1dULXU0NUFaYnU1SnRzWmc%7C%7C?hl=ru,4.3,345,2026-04-02 20:28:43+00:00,63,0,0,0,0,0,0,0,0,0,0
Simach в Недальнем,Ci9DQUlRQUNvZENodHljRjlvT25Gd1FqUTVUSFJSTWtOZlVYVlpjM001Tm5CTFNHYxAB,5,Thank you for your good service and your good english Парвиз… Everything was amazing,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25Gd1FqUTVUSFJSTWtOZlVYVlpjM001Tm5CTFNHYxAB!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CAIQACodChtycF9oOnFwQjQ5THRRMkNfUXVZc3M5NnBLSGc%7C%7C?hl=ru,4.3,345,2026-01-24 21:22:02+00:00,84,0,0,0,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSURybF83R1d3EAE,1,"Эти товарищи не принесли ни меню , ничего, хотя был стол забронирован!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURybF83R1d3EAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDrl_7GWw%7C%7C?hl=ru,4.3,345,2024-07-21 00:38:32+00:00,70,0,0,1,0,0,0,0,0,0,0
Simach в Недальнем,ChdDSUhNMG9nS0VJQ0FnSURyc3AyVnJRRRAB,5,"Великолепно было все! Очень понравились гребешки с цветками цукини и летние коктейли! Теперь это любимое место! Обслуживание очень хорошее, внимательное, четкое, быстрое.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURyc3AyVnJRRRAB!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDrsp2VrQE%7C%7C?hl=ru,4.3,345,2024-07-16 13:42:38+00:00,170,0,0,0,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSURMbmRUUVZBEAE,1,"Нам не принесли меню,а друугим принесли,больше не придем",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURMbmRUUVZBEAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDLndTQVA%7C%7C?hl=ru,4.3,345,2024-06-29 18:41:28+00:00,56,0,0,1,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSUN6bHFfNUZ3EAE,1,"Фейс контроль развернул, даже не спросив документы. Работают хамы",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6bHFfNUZ3EAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgICzlq_5Fw%7C%7C?hl=ru,4.3,345,2024-06-01 21:49:11+00:00,65,1,0,0,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSURqZ3Jqbk93EAE,1,Ужас полнейший,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURqZ3Jqbk93EAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDjgrjnOw%7C%7C?hl=ru,4.3,345,2024-04-30 20:43:08+00:00,14,0,0,0,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSUREclp2ZEJnEAE,1,Грубый и надменный фейс-контроль. Необоснованно не пускают. Не портите себе настроение,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUREclp2ZEJnEAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDDrZvdBg%7C%7C?hl=ru,4.3,345,2024-04-12 22:24:43+00:00,86,1,0,0,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSURGXzdDY0tREAE,1,"Непостижимый идиотизм фейсеров. Вчера нас не пустили на вечеринку с подругой, с которой мы всю юность провели в старом Симачеве. Зато перед нами он был чрезвычайно обходителен перед восточным мужчиной с эскортницей.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGXzdDY0tREAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDF_7CcKQ%7C%7C?hl=ru,4.3,345,2023-11-12 09:25:25+00:00,215,1,0,0,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSURadnRMbmVREAE,1,"ПРОСТО УЖАСНОЕ ЗАВЕДЕНИЕ. я приехала со своей бести в эту хручальню, мы решили заказать пару коктейлей, официантка нам отказала в грубой форме, сказала что больше двух коктейлей нельзя потому что нас двое, мы конечно же удивились, и решили заказать азиатскую кухню, после того как мы поели ( еда вообще не о чем, будто суши сет с вокзала ) у меня начался дикий понос, Я ДРИСТАЛА ВСЮ НОЧЬ, слава бога моя бести была рядом и поддерживала меня. крайне не советую этот рестобар. хамло заведение как и алкоголь ни о чем. про еду молчу . интерьер немного вывозит но слишком старье зеленое из татарстана",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURadnRMbmVREAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDZvtLneQ%7C%7C?hl=ru,4.3,345,2023-10-01 21:43:08+00:00,596,0,0,1,1,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSUNaaU16Z0pREAE,1,There's a fat idiot at the door telling people they can't come in just because he says so. This is just a despicable NYC club with the wrong zip code...,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaaU16Z0pREAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgICZiMzgJQ%7C%7C?hl=ru,4.3,345,2023-09-02 23:08:38+00:00,152,1,0,0,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSUNwaEpTOUNREAE,1,"За пол часа ко мне ни разу никто не подошел, хотя в ресторане было всего 2 посетителя. Просила хостес/ менеджера чтобы отправила кого-то принять заказ, она говорила минутку и снова пропадала.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwaEpTOUNREAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgICphJS9CQ%7C%7C?hl=ru,4.3,345,2023-07-28 16:06:54+00:00,191,0,0,1,0,0,0,0,0,0,0
Simach в Недальнем,ChdDSUhNMG9nS0VJQ0FnSURPMmRHUGdnRRAB,5,"Очень приятное, атмосферное заведение.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPMmRHUGdnRRAB!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDO2dGPggE%7C%7C?hl=ru,4.3,345,2022-07-09 10:29:14+00:00,38,0,0,0,0,0,0,0,0,0,0
Simach в Недальнем,ChZDSUhNMG9nS0VJQ0FnSUR4aTdTZEhnEAE,2,Еда ни о чем.Алкоголь тоже.Цены неоправданные.Клуб такое себе.За интерьер пару звезд.,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4aTdTZEhnEAE!2m1!1s0x0:0xecf98ed17c4dddfa!3m1!1s2@1:CIHM0ogKEICAgIDxi7SdHg%7C%7C?hl=ru,4.3,345,2023-06-14 20:17:35+00:00,85,0,0,0,1,0,1,0,0,0,0
