club,address,data_id,review_id,rating,date_iso,edited_at,date_label,text,original_text_available,source,review_url,collected_at,club_rating,club_reviews_total
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNINU9XYWJBEAE,1.0,2024-09-01T12:43:39Z,2024-09-01T12:43:39Z,2 года назад,"Сервис оставляет желать лучшего:) Были несколько раз, и каждый раз бармены стоят с недовольными лицами и буквально  бросают сдачу на стол…",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNINU9XYWJBEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICH5OWabA%7C%7C?hl=ru,2026-09-07T23:53:46.158578+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUM3eGFIUVRnEAE,1.0,2024-08-17T09:52:31Z,2024-08-17T09:52:31Z,2 года назад,"Народу,тьма, все толкаются, на баре
принимают только нал, видимо потому что уходят от
налогов, но цены при этом высокие и ещё
сверху непонятный сервисный сбор к
каждой позиции. Вы ничего не
перепутули?! Не в России живёте?",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM3eGFIUVRnEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIC7xaHQTg%7C%7C?hl=ru,2026-09-07T23:53:46.158615+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUNydHREenpRRRAB,2.0,2024-07-06T22:36:43Z,2024-07-06T22:36:43Z,2 года назад,Переоцененное место. музыка после 23:00 как в обычном сетевом клубе,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNydHREenpRRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICrttDzzQE%7C%7C?hl=ru,2026-09-07T23:53:46.158655+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUR0ckk2ZWp3RRAB,1.0,2024-02-03T00:44:40Z,2024-02-03T00:44:40Z,2 года назад,К сожалению место не очень. Не советую.,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR0ckk2ZWp3RRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDtrI6ejwE%7C%7C?hl=ru,2026-09-07T23:53:46.158685+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUR0c1BPS0ZBEAE,5.0,2024-02-02T04:13:43Z,2024-02-02T04:13:43Z,2 года назад,"странное заведение. надо быть слишком пьяным или укуренным, чтобы там как то было интересно. захотел попить воды, меня долго отсылали от одного к другому бармену. так и не дали. я взял и ушел. скучно стало. а напиваться я не захотел.",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR0c1BPS0ZBEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDtsPOKFA%7C%7C?hl=ru,2026-09-07T23:53:46.158714+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUNaNi1DYjBnRRAB,5.0,2023-09-18T12:43:13Z,2023-09-18T12:44:12Z,2 года назад,Отличный  место,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNaNi1DYjBnRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICZ6-Cb0gE%7C%7C?hl=ru,2026-09-07T23:53:46.158749+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNwdDlPY0FnEAE,1.0,2023-08-12T11:52:35Z,2023-08-12T11:52:35Z,3 года назад,"Бар утверждает, что дресс-кода нет, при этом нам отказали на фейс-контроле (были в топах и джинсах). При нас пропускали только полуодетых девушек на каблуках и мужчин, которые, очевидно, будут делать кассу :) Не тратьте время🤷🏼‍♀️",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNwdDlPY0FnEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICpt9OcAg%7C%7C?hl=ru,2026-09-07T23:53:46.158777+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUR4OUtDREpBEAE,2.0,2023-06-02T20:22:18Z,2023-06-02T20:22:18Z,3 года назад,Народу тьма. Музыка так себе. Много подростков и мужичков лет 45ти ищущих телочку. Помещение не интересное. Тупо большая квадратная комната. Напитки хорошие это да :),True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4OUtDREpBEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDx9KCDJA%7C%7C?hl=ru,2026-09-07T23:53:46.158811+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSURtenNtaklnEAE,4.0,2022-01-28T16:46:34Z,2022-01-28T16:46:34Z,4 года назад,"Были на завтраке в коллаборации с instafoodpassion. Еда вкусная, но хотелось бы подачу блюд одновременно, если мы за столиком вдвоём заказали одновременно) так как второе блюдо мы ещё минут 7-10 ждали) и одно из наших блюд уже успело остыть. А так все супер! Вкусно и сочетания все классные. В самом помещении темновато.",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtenNtaklnEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDmzsmjIg%7C%7C?hl=ru,2026-09-07T23:53:46.158843+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSURtLXNiMndBRRAB,5.0,2022-01-26T07:11:40Z,2022-01-26T07:11:40Z,4 года назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtLXNiMndBRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDm-sb2wAE%7C%7C?hl=ru,2026-09-07T23:53:46.158882+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNteHVDeFVREAE,4.0,2021-12-26T21:23:25Z,2021-12-26T21:23:25Z,4 года назад,Слишком мало места!,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNteHVDeFVREAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICmxuCxUQ%7C%7C?hl=ru,2026-09-07T23:53:46.158921+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSURHbGVmOVZBEAE,1.0,2021-12-04T22:26:49Z,2021-12-04T22:26:49Z,4 года назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHbGVmOVZBEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDGlef9VA%7C%7C?hl=ru,2026-09-07T23:53:46.158950+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSURHZ3Z6cmRREAE,5.0,2021-11-22T04:38:21Z,2021-11-22T04:38:21Z,4 года назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHZ3Z6cmRREAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDGgvzrdQ%7C%7C?hl=ru,2026-09-07T23:53:46.158977+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSURZX3Bmb3l3RRAB,5.0,2019-05-14T13:07:58Z,2021-11-22T04:18:14Z,Изменено 4 года назад,"Прекрасное заведение, чтобы расслабиться. Музыкальное сопровождение хорошее. Сильно много юных персон",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURZX3Bmb3l3RRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDY_pfoywE%7C%7C?hl=ru,2026-09-07T23:53:46.159003+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNHaXJLM0VBEAE,5.0,2021-10-25T17:29:31Z,2021-10-25T17:29:31Z,4 года назад,Очень классная компани,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHaXJLM0VBEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICGirK3EA%7C%7C?hl=ru,2026-09-07T23:53:46.159033+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNHdElQWWJ3EAE,5.0,2021-10-21T18:42:39Z,2021-10-21T18:42:39Z,4 года назад,"Great cocktails, music and atmosphere.",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHdElQWWJ3EAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICGtIPYbw%7C%7C?hl=ru,2026-09-07T23:53:47.065690+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNHd0tIWVpnEAE,1.0,2021-10-16T21:17:59Z,2021-10-16T21:17:59Z,4 года назад,"Не пустили по фэйс контролю
Мне что надо эскортницей стать, чтобы пустили отдохнуть?
Не советую никому!!!",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHd0tIWVpnEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICGwKHYZg%7C%7C?hl=ru,2026-09-07T23:53:47.065923+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUQ2c2VTU0l3EAE,1.0,2021-10-02T20:30:25Z,2021-10-02T20:30:25Z,4 года назад,"Скажите пожалуйста, как воспринимать «отказ без объяснений» двум прилично выглядящим девушкам с паспортами и соответствующим возрастом?!??!?!Я в шоке от работы фэйсконтроля……..",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ2c2VTU0l3EAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgID6seSSIw%7C%7C?hl=ru,2026-09-07T23:53:47.065992+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUM2dGVlQlBnEAE,5.0,2021-09-10T00:47:03Z,2021-09-10T00:47:03Z,4 года назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2dGVlQlBnEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIC6teeBPg%7C%7C?hl=ru,2026-09-07T23:53:47.066033+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNhbGNDckV3EAE,5.0,2021-08-05T11:10:22Z,2021-08-05T11:10:22Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhbGNDckV3EAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICalcCrEw%7C%7C?hl=ru,2026-09-07T23:53:47.066069+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNhcU8tck9nEAE,5.0,2021-07-22T19:33:58Z,2021-07-22T19:33:58Z,5 лет назад,"Приятная атмосфера, вежливый персонал ,еда -космос💓",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhcU8tck9nEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICaqO-rOg%7C%7C?hl=ru,2026-09-07T23:53:47.066098+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUNha05yNnhnRRAB,5.0,2021-07-21T11:27:04Z,2021-07-21T11:27:04Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNha05yNnhnRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICakNr6xgE%7C%7C?hl=ru,2026-09-07T23:53:47.066133+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSURxdGZ1Rk1nEAE,3.0,2021-07-14T15:28:15Z,2021-07-14T15:28:15Z,5 лет назад,"необоснованно хайповое место, в основном приходят девочки-малолетки и типы-охотники))",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURxdGZ1Rk1nEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDqtfuFMg%7C%7C?hl=ru,2026-09-07T23:53:47.066160+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSURxMmRQblNnEAE,5.0,2021-07-13T15:30:09Z,2021-07-13T15:30:09Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURxMmRQblNnEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDq2dPnSg%7C%7C?hl=ru,2026-09-07T23:53:47.066187+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSURxOHRlSjBnRRAB,4.0,2021-07-04T13:42:00Z,2021-07-04T13:42:00Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURxOHRlSjBnRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDq8teJ0gE%7C%7C?hl=ru,2026-09-07T23:53:47.066213+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUNxMmRDdzBRRRAB,1.0,2021-06-11T22:14:26Z,2021-06-11T22:14:26Z,5 лет назад,Worst facers in the world! Absolutely no clue what’s wrong with us every time we want to get in. Facers appear to be racists.,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNxMmRDdzBRRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICq2dCw0QE%7C%7C?hl=ru,2026-09-07T23:53:47.066252+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUNxbXFpajRRRRAB,5.0,2021-06-03T11:35:19Z,2021-06-03T11:35:19Z,5 лет назад,Классное место для отдыха и расслабления,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNxbXFpajRRRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICqmqij4QE%7C%7C?hl=ru,2026-09-07T23:53:47.066282+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSURLemFYLW5nRRAB,5.0,2021-05-16T14:30:13Z,2021-05-16T14:30:13Z,5 лет назад,"Крутой бар-клуб с очень разной музыкой, под которую самое главное танцуется!
Есть меню, с небольшим выбором коктелей и закусок-переекусов в виде бургеров и т п
Дизайн необычный, есть vip zone, через маленькую дверь словно нора Хоббита, попадаешь совсем в иное царство, другая музыка, барменши красивые, телефон и телевизор в ретро стиле
Классное место для тусовки с цветными шотами!",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURLemFYLW5nRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDKzaX-ngE%7C%7C?hl=ru,2026-09-07T23:53:47.066311+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSURLOWVyV1VREAE,4.0,2021-05-15T20:50:46Z,2021-05-15T20:50:46Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURLOWVyV1VREAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDK9erWUQ%7C%7C?hl=ru,2026-09-07T23:53:47.066347+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUR5cDgyN0pnEAE,5.0,2021-03-20T03:22:13Z,2021-03-20T03:22:13Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5cDgyN0pnEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDyp827Jg%7C%7C?hl=ru,2026-09-07T23:53:47.066373+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUR5MWFqdzhBRRAB,1.0,2021-03-14T23:02:55Z,2021-03-14T23:02:55Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5MWFqdzhBRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDy1ajw8AE%7C%7C?hl=ru,2026-09-07T23:53:47.066398+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUR5eFo2OTRRRRAB,5.0,2021-03-13T20:51:21Z,2021-03-13T20:51:21Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5eFo2OTRRRRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDyxZ694QE%7C%7C?hl=ru,2026-09-07T23:53:47.066423+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChdDSUhNMG9nS0VJQ0FnSUR5bWNIYl93RRAB,5.0,2021-03-12T18:42:28Z,2021-03-12T18:42:28Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5bWNIYl93RRAB!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDymcHb_wE%7C%7C?hl=ru,2026-09-07T23:53:47.066448+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUR5N29qMU5REAE,1.0,2021-03-08T06:45:33Z,2021-03-08T06:45:33Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5N29qMU5REAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDy7oj1NQ%7C%7C?hl=ru,2026-09-07T23:53:47.066474+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUR5cnZLWUxBEAE,1.0,2021-03-08T00:09:31Z,2021-03-08T00:09:31Z,5 лет назад,"Хотели повеселиться и отдохнуть в баре Happy End, но фейсконтроль нам отказал. Да, мы не были обвешены брендами, как это сейчас делают многие, но выглядели стильно и прилично, но фейсконтроль нам отказал, сказав, что «в приоритете» вход по приглашениям, далее мы поняли, что вход «по знакомствам», если из нет - досвидания, езжайте, куда хотите. Зато перед нами пропустили пафосную компанию, а так же блогеров, которые конечно же повысят статус заведения. В общем, если вы не приверженцы пофосных взглядов и не можете сказать «да вы знаете, кто я/мой парень/отец и тд, то в это заведение вы не попадёте.",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5cnZLWUxBEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDyrvKYLA%7C%7C?hl=ru,2026-09-07T23:53:47.066500+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUR5cnFMLWV3EAE,1.0,2021-03-07T23:51:04Z,2021-03-07T23:51:04Z,5 лет назад,"Пришли с подругой в бар с 7 на 8 марта. К сожалению, фейс контроль не пустил по причине «в приоритете только по приглашениям», как нам разъяснили позже - по наличию знакомых в самом баре)
На входе стоит камера - смотрят, популярная ты личность или нет, от этого зависит возможность на вход. Печально осознавать, что хорошее место погрязло в погоне за популярностью и понтами, адекватным людям без миллиона подписчиков, которые хотят хорошо провести время и расслабиться, вход воспрещён. Хотите прочувствовать гниль Московского общества и словивших звезду недоличностей - вам сюда.",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5cnFMLWV3EAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDyrqL-ew%7C%7C?hl=ru,2026-09-07T23:53:49.070523+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUNZa3VfVlhBEAE,5.0,2019-04-09T05:17:36Z,2021-02-27T23:59:25Z,Изменено 5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNZa3VfVlhBEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgICYku_VXA%7C%7C?hl=ru,2026-09-07T23:53:49.070725+00:00,4,187
Happy End Bar&Kitchen,"Спиридоньевский пер., 9/1, Москва, Россия, 123001",0x46b54b87eeee77c7:0x9d94b4cc3c6ecb41,ChZDSUhNMG9nS0VJQ0FnSUR5d0wyTk5BEAE,1.0,2021-02-20T01:25:06Z,2021-02-20T01:25:06Z,5 лет назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5d0wyTk5BEAE!2m1!1s0x0:0x9d94b4cc3c6ecb41!3m1!1s2@1:CIHM0ogKEICAgIDywL2NNA%7C%7C?hl=ru,2026-09-07T23:53:49.070783+00:00,4,187
